Joueur,Nation,Pos,Equipe,Comp,age,90,Buts,TC%,B/Tir,npxG,Cmp%,PD,PC
Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28-115,6.7,0.0,0.0,0.0,0.01,89.1,0.0,0.3
Jordan Ferri,fr FRA,MT,Montpellier,fr Ligue 1,30-226,9.0,0.0,0.0,0.0,0.0,86.4,0.22,0.67
Fidel,es ESP,MTAT,Elche,es La Liga,32-362,1.8,0.0,0.0,0.0,0.06,62.5,0.0,1.11
Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24-133,0.3,0.0,0.0,0.0,0.33,81.3,0.0,3.33
Roberto Firmino,br BRA,ATMT,Liverpool,eng Premier League,31-022,7.7,0.78,57.7,0.23,0.51,77.7,0.39,1.43
Junior Firpo,es ESP,DF,Leeds United,eng Premier League,26-063,1.3,0.0,0.0,0.0,0.0,68.7,0.0,1.54
Mark Flekken,nl NED,GB,Freiburg,de Bundesliga,29-133,11.0,0.0,0.0,0.0,0.0,71.3,0.0,0.27
Florian Flick,de GER,MT,Schalke 04,de Bundesliga,22-176,5.7,0.0,50.0,0.0,0.02,72.7,0.0,0.18
Alexis Flips,fr FRA,MTDF,Reims,fr Ligue 1,22-279,5.1,0.2,30.0,0.1,0.1,67.3,0.39,1.57
Alessandro Florenzi,it ITA,DF,Milan,it Serie A,31-227,1.1,0.0,0.0,0.0,0.0,79.5,0.0,0.91
Phil Foden,eng ENG,ATDF,Manchester City,eng Premier League,22-149,8.6,0.7,60.0,0.3,0.41,83.5,0.47,2.09
Seko Fofana,ci CIV,MT,Lens,fr Ligue 1,27-170,9.4,0.21,33.3,0.06,0.18,90.0,0.21,1.49
Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,21-311,2.0,0.0,0.0,0.0,0.0,91.4,0.0,0.0
Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,21-311,2.0,0.0,50.0,0.0,0.2,88.5,0.0,0.0
Yahia Fofana,fr FRA,GB,Angers,fr Ligue 1,22-064,5.0,0.0,0.0,0.0,0.0,69.4,0.0,0.0
Youssouf Fofana,fr FRA,MT,Monaco,fr Ligue 1,23-287,9.9,0.1,36.4,0.09,0.1,80.5,0.0,0.91
José Fonte,pt POR,DF,Lille,fr Ligue 1,38-306,11.0,0.0,0.0,0.0,0.05,90.2,0.0,0.18
Pablo Fornals,es ESP,ATMT,West Ham,eng Premier League,26-244,8.2,0.12,33.3,0.08,0.07,74.6,0.0,0.85
Emil Forsberg,se SWE,MTAT,RB Leipzig,de Bundesliga,31-001,5.2,0.19,50.0,0.25,0.13,80.6,0.19,0.77
Adam Forshaw,eng ENG,MT,Leeds United,eng Premier League,31-016,0.6,0.0,0.0,0.0,0.0,81.0,0.0,1.67
Philipp Förster,de GER,MT,Bochum,de Bundesliga,27-262,5.5,0.18,50.0,0.13,0.05,71.7,0.36,1.45
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,24-295,0.5,0.0,100.0,0.0,0.2,86.7,0.0,4.0
Dimitri Foulquier,fr FRA,DFMT,Valencia,es La Liga,29-215,1.9,0.0,0.0,0.0,0.05,74.2,0.53,1.05
Juan Foyth,ar ARG,DF,Villarreal,es La Liga,24-285,2.6,0.0,100.0,0.0,0.04,87.6,0.0,0.77
Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,27-048,2.0,0.0,0.0,0.0,0.0,60.3,0.0,0.5
Tyrese Francois,au AUS,AT,Fulham,eng Premier League,22-100,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Bartol Franjić,hr CRO,MT,Wolfsburg,de Bundesliga,22-283,2.4,0.0,100.0,0.0,0.04,80.3,0.42,1.25
Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,27-195,8.2,0.0,15.4,0.0,0.09,77.8,0.24,1.95
Ryan Fraser,sct SCO,AT,Newcastle Utd,eng Premier League,28-242,3.5,0.0,16.7,0.0,0.14,71.2,0.0,1.43
Davide Frattesi,it ITA,MT,Sassuolo,it Serie A,23-002,8.6,0.35,47.8,0.13,0.31,77.6,0.0,1.16
Fred,br BRA,MT,Manchester Utd,eng Premier League,29-233,4.3,0.23,23.1,0.08,0.23,82.3,0.0,2.09
Ryan Fredericks,eng ENG,DF,Bournemouth,eng Premier League,30-014,3.4,0.0,0.0,0.0,0.0,74.2,0.0,0.29
Iván Fresneda,es ESP,DF,Valladolid,es La Liga,18-026,3.7,0.0,0.0,0.0,0.0,83.7,0.0,2.43
Remo Freuler,ch SUI,MT,Nott'ham Forest,eng Premier League,30-192,6.4,0.0,0.0,0.0,0.02,81.5,0.0,0.31
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,24-222,10.1,0.0,0.0,0.0,0.0,84.7,0.0,0.5
Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,26-315,6.7,0.15,42.9,0.14,0.1,87.0,0.0,0.3
Jeremie Frimpong,nl NED,DFAT,Leverkusen,de Bundesliga,21-318,9.8,0.51,61.5,0.38,0.38,81.3,0.0,1.02
Chris Führich,de GER,MTDF,Stuttgart,de Bundesliga,24-288,7.0,0.29,36.4,0.18,0.11,71.6,0.0,1.29
Angelo Fulgini,fr FRA,MTAT,Mainz 05,de Bundesliga,26-065,4.7,0.0,42.9,0.0,0.11,81.7,0.21,0.85
Niclas Füllkrug,de GER,AT,Werder Bremen,de Bundesliga,29-257,10.9,0.73,31.3,0.16,0.35,61.5,0.18,1.38
Matteo Gabbia,it ITA,DF,Milan,it Serie A,23-003,2.4,0.0,0.0,0.0,0.0,85.8,0.0,0.0
Manolo Gabbiadini,it ITA,ATMT,Sampdoria,it Serie A,30-332,3.4,0.29,35.7,0.07,0.29,65.6,0.0,0.59
Gianluca Gaetano,it ITA,MT,Napoli,it Serie A,22-172,0.4,0.0,0.0,0.0,0.25,69.6,2.5,0.0
Roberto Gagliardini,it ITA,MT,Inter,it Serie A,28-200,1.8,0.0,20.0,0.0,0.17,72.9,0.0,0.0
Javi Galán,es ESP,DF,Celta Vigo,es La Liga,27-339,10.0,0.0,0.0,0.0,0.0,79.5,0.1,1.4
Iñigo Ruiz de Galarreta,es ESP,MT,Mallorca,es La Liga,29-079,6.5,0.0,40.0,0.0,0.03,85.8,0.0,0.77
Conor Gallagher,eng ENG,MTAT,Chelsea,eng Premier League,22-260,3.4,0.29,20.0,0.2,0.06,77.6,0.0,2.06
Antonino Gallo,it ITA,DF,Lecce,it Serie A,22-292,6.2,0.0,0.0,0.0,0.0,68.5,0.16,1.29
Gauthier Gallon,fr FRA,GB,Troyes,fr Ligue 1,29-184,10.0,0.0,0.0,0.0,0.0,73.5,0.0,0.1
Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,33-000,10.2,0.0,16.7,0.0,0.01,67.6,0.0,0.69
Kévin Gameiro,fr FRA,AT,Strasbourg,fr Ligue 1,35-168,8.8,0.34,58.8,0.18,0.3,82.2,0.0,0.8
Idrissa Gana Gueye,sn SEN,MT,Everton,eng Premier League,33-028,6.0,0.0,0.0,0.0,0.0,88.0,0.0,0.17
Ignatius Ganago,cm CMR,ATMT,Nantes,fr Ligue 1,23-250,3.9,0.77,57.1,0.43,0.21,79.4,0.26,0.26
Ignatius Ganago,cm CMR,AT,Lens,fr Ligue 1,23-250,0.7,0.0,0.0,0.0,0.14,91.7,0.0,0.0
Silvère Ganvoula M'Boussy,cg CGO,AT,Bochum,de Bundesliga,26-124,0.9,0.0,50.0,0.0,0.11,53.8,0.0,3.33
Aleix García,es ESP,MT,Girona,es La Liga,25-118,10.8,0.0,37.5,0.0,0.04,85.9,0.19,2.5
Álvaro García,es ESP,ATMT,Rayo Vallecano,es La Liga,29-362,9.2,0.11,60.0,0.07,0.12,65.1,0.11,0.98
Dani García,es ESP,MT,Athletic Club,es La Liga,32-153,4.0,0.0,0.0,0.0,0.0,83.9,0.25,0.75
David García,es ESP,DF,Osasuna,es La Liga,28-252,8.5,0.0,0.0,0.0,0.04,84.1,0.0,0.24
Eric García,es ESP,DF,Barcelona,es La Liga,21-288,6.3,0.16,33.3,0.33,0.14,89.8,0.0,0.0
Francisco Garcia,es ESP,DF,Rayo Vallecano,es La Liga,23-071,11.0,0.0,50.0,0.0,0.01,82.1,0.09,0.82
Raúl García,es ESP,MTAT,Athletic Club,es La Liga,36-105,2.3,0.43,21.4,0.07,0.43,63.6,0.0,0.43
Rubén García,es ESP,MT,Osasuna,es La Liga,29-102,3.5,0.29,11.1,0.11,0.4,74.4,0.29,2.57
Unai García,es ESP,DF,Osasuna,es La Liga,30-263,9.4,0.0,0.0,0.0,0.03,81.8,0.11,0.21
Alejandro Garnacho,es ESP,MT,Manchester Utd,eng Premier League,18-115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Garner,eng ENG,MT,Everton,eng Premier League,21-225,0.8,0.0,50.0,0.0,0.13,81.0,0.0,0.0
Sékou Gassama,sn SEN,AT,Valladolid,es La Liga,27-171,0.4,0.0,0.0,0.0,1.0,77.8,0.0,2.5
Johan Gastien,fr FRA,MT,Clermont Foot,fr Ligue 1,34-272,10.5,0.1,37.5,0.13,0.03,82.9,0.19,0.86
Federico Gatti,it ITA,DF,Juventus,it Serie A,24-122,2.0,0.0,0.0,0.0,0.0,78.6,0.0,0.0
Gavi,es ESP,MT,Barcelona,es La Liga,18-080,8.1,0.0,0.0,0.0,0.04,88.4,0.12,1.6
Paulo Gazzaniga,ar ARG,GB,Girona,es La Liga,30-295,1.0,0.0,0.0,0.0,0.0,79.2,0.0,0.0
David de Gea,es ESP,GB,Manchester Utd,eng Premier League,31-351,11.0,0.0,0.0,0.0,0.0,65.1,0.0,0.09
Dennis Geiger,de GER,MT,Hoffenheim,de Bundesliga,24-136,7.4,0.14,66.7,0.33,0.01,86.3,0.27,2.03
Joe Gelhardt,eng ENG,ATMT,Leeds United,eng Premier League,20-173,1.8,0.0,28.6,0.0,0.44,79.5,0.56,0.56
Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,22-125,10.0,0.0,0.0,0.0,0.0,74.9,0.0,0.5
Denis Genreau,au AUS,MT,Toulouse,fr Ligue 1,23-156,1.1,0.0,0.0,0.0,0.0,46.7,0.0,1.82
Yannick Gerhardt,de GER,MT,Wolfsburg,de Bundesliga,28-225,4.1,0.73,45.5,0.27,0.66,78.8,0.0,0.73
Valère Germain,fr FRA,MTAT,Montpellier,fr Ligue 1,32-190,2.5,0.8,57.1,0.29,0.28,75.0,0.0,1.2
Gerson,br BRA,MTAT,Marseille,fr Ligue 1,25-157,4.4,0.45,66.7,0.22,0.18,81.4,0.0,0.91
Paolo Ghiglione,it ITA,DF,Cremonese,it Serie A,25-264,3.5,0.0,0.0,0.0,0.03,53.8,0.29,1.14
Saman Ghoddos,ir IRN,DFAT,Brentford,eng Premier League,29-048,0.4,0.0,0.0,0.0,0.0,78.9,0.0,0.0
Morgan Gibbs-White,eng ENG,ATMT,Nott'ham Forest,eng Premier League,22-270,9.0,0.0,18.2,0.0,0.1,63.1,0.22,1.44
Morgan Gibbs-White,eng ENG,AT,Wolves,eng Premier League,22-270,2.0,0.0,33.3,0.0,0.3,78.4,0.0,0.5
Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,31-028,6.2,0.0,11.1,0.0,0.06,69.9,0.16,1.61
Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,29-012,6.4,0.16,66.7,0.33,0.09,87.5,0.0,0.16
Rafał Gikiewicz,pl POL,GB,Augsburg,de Bundesliga,34-363,8.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0
Óscar Gil,es ESP,DF,Espanyol,es La Liga,24-181,6.7,0.0,33.3,0.0,0.01,79.3,0.15,0.9
Mario Gila,es ESP,DF,Lazio,it Serie A,22-056,0.8,0.0,0.0,0.0,0.0,97.8,0.0,0.0
Billy Gilmour,sct SCO,MT,Brighton,eng Premier League,21-135,0.1,0.0,0.0,0.0,0.0,80.0,0.0,0.0
Álvaro Giménez,es ESP,AT,Cádiz,es La Liga,31-158,0.2,0.0,0.0,0.0,0.0,80.0,0.0,0.0
Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,28-278,11.0,0.18,57.1,0.29,0.04,79.8,0.09,0.18
Andrei Girotto,br BRA,DFMT,Nantes,fr Ligue 1,30-249,10.8,0.0,0.0,0.0,0.05,84.1,0.09,0.28
Olivier Giroud,fr FRA,AT,Milan,it Serie A,36-024,7.2,0.56,18.8,0.09,0.63,63.4,0.28,0.97
Serge Gnabry,de GER,ATMT,Bayern Munich,de Bundesliga,27-102,5.8,0.52,53.8,0.12,0.52,77.7,0.52,1.55
Ben Godfrey,eng ENG,DF,Everton,eng Premier League,24-282,0.2,0.0,0.0,0.0,0.0,75.0,0.0,0.0
Pierluigi Gollini,it ITA,GB,Fiorentina,it Serie A,27-220,3.0,0.0,0.0,0.0,0.0,77.3,0.0,0.0
Aleksandr Golovin,ru RUS,MTAT,Monaco,fr Ligue 1,26-147,8.3,0.12,31.6,0.05,0.14,74.0,0.24,1.57
André Gomes,pt POR,MT,Lille,fr Ligue 1,29-086,4.5,0.0,16.7,0.0,0.04,86.0,0.0,0.67
Angel Gomes,eng ENG,MT,Lille,fr Ligue 1,22-054,9.8,0.1,35.3,0.06,0.12,86.0,0.1,1.33
Toti Gomes,pt POR,DF,Wolves,eng Premier League,23-281,2.0,0.0,0.0,0.0,0.0,85.7,0.0,0.0
Dani Gómez,es ESP,MTAT,Espanyol,es La Liga,24-086,0.6,0.0,0.0,0.0,0.0,73.3,0.0,0.0
Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,25-154,7.8,0.0,0.0,0.0,0.01,86.5,0.0,0.13
Maxi Gómez,uy URU,AT,Valencia,es La Liga,26-071,1.2,0.0,0.0,0.0,0.08,64.3,0.0,1.67
Moi Gómez,es ESP,MTAT,Osasuna,es La Liga,28-123,9.8,0.0,28.6,0.0,0.08,78.3,0.0,2.55
Papu Gómez,ar ARG,MTAT,Sevilla,es La Liga,34-251,5.7,0.0,33.3,0.0,0.12,89.0,0.18,1.05
Sergi Gómez,es ESP,DF,Espanyol,es La Liga,30-210,7.3,0.0,0.0,0.0,0.03,86.3,0.0,0.27
Sergio Gómez,es ESP,DFMT,Manchester City,eng Premier League,22-050,1.2,0.0,0.0,0.0,0.08,81.4,0.83,1.67
Maxime Gonalons,fr FRA,MT,Clermont Foot,fr Ligue 1,33-228,5.8,0.17,33.3,0.33,0.12,89.3,0.0,0.0
Diego González,es ESP,DF,Elche,es La Liga,27-269,2.1,0.0,0.0,0.0,0.19,76.7,0.0,0.0
Édgar González,es ESP,DF,Betis,es La Liga,25-206,6.7,0.0,0.0,0.0,0.01,91.3,0.0,0.15
Giovanni González,uy URU,DF,Mallorca,es La Liga,28-034,1.1,0.0,0.0,0.0,0.09,78.0,0.0,0.91
Joan Gonzàlez,es ESP,MT,Lecce,it Serie A,20-265,8.4,0.12,33.3,0.17,0.06,79.1,0.12,0.71
Nicolás González,ar ARG,ATMT,Fiorentina,it Serie A,24-201,2.1,0.48,20.0,0.1,0.48,62.0,0.0,0.95
Nicolás González,es ESP,MT,Valencia,es La Liga,20-294,4.6,0.22,28.6,0.14,0.13,89.8,0.0,0.65
Oumar Gonzalez,cm CMR,DF,Ajaccio,fr Ligue 1,24-241,9.5,0.0,20.0,0.0,0.03,84.8,0.0,0.0
Roberto González,es ESP,ATMT,Betis,es La Liga,21-291,0.6,0.0,0.0,0.0,0.0,87.5,0.0,6.67
Jacek Góralski,pl POL,MT,Bochum,de Bundesliga,30-033,1.6,0.0,0.0,0.0,0.0,79.5,0.0,0.63
Anthony Gordon,eng ENG,AT,Everton,eng Premier League,21-242,9.6,0.31,75.0,0.15,0.28,77.0,0.0,0.63
Leon Goretzka,de GER,MT,Bayern Munich,de Bundesliga,27-260,4.7,0.21,23.1,0.08,0.21,80.2,0.21,0.85
Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,26-081,6.4,0.0,0.0,0.0,0.02,86.5,0.0,0.63
Robin Gosens,de GER,DF,Inter,it Serie A,28-111,2.1,0.0,0.0,0.0,0.0,78.0,0.0,0.95
Mario Götze,de GER,MT,Eint Frankfurt,de Bundesliga,30-143,9.9,0.2,33.3,0.17,0.1,75.7,0.0,1.21
Amine Gouiri,fr FRA,AT,Rennes,fr Ligue 1,22-250,5.8,0.86,47.4,0.26,0.67,80.1,0.17,1.55
Amine Gouiri,fr FRA,ATMT,Nice,fr Ligue 1,22-250,2.5,0.0,40.0,0.0,0.32,73.0,0.0,1.2
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,31-106,10.0,0.0,33.3,0.0,0.08,70.7,0.0,0.4
Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,29-334,6.0,0.0,0.0,0.0,0.0,91.7,0.17,0.5
Alberto Grassi,it ITA,MT,Empoli,it Serie A,27-231,2.7,0.0,0.0,0.0,0.0,74.6,0.0,0.74
Ryan Gravenberch,nl NED,MTAT,Bayern Munich,de Bundesliga,20-161,1.5,0.0,0.0,0.0,0.27,83.5,0.0,0.67
Andrew Gravillon,gp GLP,DF,Reims,fr Ligue 1,24-258,10.8,0.0,12.5,0.0,0.07,74.6,0.0,0.19
Demarai Gray,eng ENG,AT,Everton,eng Premier League,26-118,11.4,0.09,39.1,0.04,0.19,67.8,0.0,1.23
Adrian Grbić,at AUT,AT,Lorient,fr Ligue 1,26-081,0.3,0.0,0.0,0.0,0.33,66.7,0.0,0.0
Ivo Grbić,hr CRO,GB,Atlético Madrid,es La Liga,26-279,2.3,0.0,0.0,0.0,0.0,49.4,0.0,0.0
Jack Grealish,eng ENG,AT,Manchester City,eng Premier League,27-044,4.4,0.23,40.0,0.2,0.18,89.6,0.0,2.73
Sam Greenwood,eng ENG,MT,Leeds United,eng Premier League,20-271,1.2,0.0,20.0,0.0,0.25,64.2,0.0,0.83
Michael Gregoritsch,at AUT,AT,Freiburg,de Bundesliga,28-189,9.4,0.43,54.3,0.11,0.55,59.1,0.11,0.74
Leo Greiml,at AUT,DF,Schalke 04,de Bundesliga,21-113,2.5,0.0,100.0,0.0,0.08,84.1,0.0,0.0
Clément Grenier,fr FRA,MT,Mallorca,es La Liga,31-290,4.3,0.0,50.0,0.0,0.09,71.9,0.0,1.4
Antoine Griezmann,fr FRA,ATMT,Atlético Madrid,es La Liga,31-217,6.4,0.78,55.0,0.25,0.28,77.2,0.31,2.03
Vincenzo Grifo,it ITA,ATMT,Freiburg,de Bundesliga,29-200,9.4,0.43,37.5,0.13,0.16,73.6,0.21,3.09
Lennart Grill,de GER,GB,Union Berlin,de Bundesliga,23-272,1.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
Arnaut Groeneveld,nl NED,AT,Villarreal,es La Liga,25-266,2.4,0.83,50.0,0.25,0.46,80.0,0.0,0.42
Christian Groß,de GER,MT,Werder Bremen,de Bundesliga,33-258,7.7,0.0,0.0,0.0,0.0,83.1,0.0,0.39
Pascal Groß,de GER,MTAT,Brighton,eng Premier League,31-131,10.2,0.29,50.0,0.21,0.24,68.1,0.2,2.25
Ilia Gruev,bg BUL,MTDF,Werder Bremen,de Bundesliga,22-171,5.6,0.0,50.0,0.0,0.02,88.4,0.0,0.54
Carlos Gruezo,ec ECU,MT,Augsburg,de Bundesliga,27-188,9.4,0.0,0.0,0.0,0.0,67.1,0.0,0.53
Vicente Guaita,es ESP,GB,Crystal Palace,eng Premier League,35-287,11.0,0.0,0.0,0.0,0.0,75.9,0.0,0.0
Andrés Guardado,mx MEX,MT,Betis,es La Liga,36-026,2.0,0.0,100.0,0.0,0.0,85.9,0.0,0.5
Sergi Guardiola,es ESP,AT,Valladolid,es La Liga,31-148,3.3,0.0,33.3,0.0,0.24,67.2,0.0,0.3
Nemanja Gudelj,rs SRB,DFMT,Sevilla,es La Liga,30-342,8.5,0.12,25.0,0.08,0.07,91.3,0.0,0.12
Gabriel Gudmundsson,se SWE,ATDF,Lille,fr Ligue 1,23-178,1.2,0.0,0.0,0.0,0.0,75.6,0.0,3.33
Gonçalo Guedes,pt POR,ATMT,Wolves,eng Premier League,25-329,5.8,0.0,25.0,0.0,0.12,72.0,0.17,1.55
Axel Gueguin,fr FRA,AT,Montpellier,fr Ligue 1,17-214,0.2,0.0,0.0,0.0,0.0,66.7,0.0,0.0
Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,22-103,11.0,0.0,25.0,0.0,0.04,89.0,0.0,0.18
Mattéo Guendouzi,fr FRA,MT,Marseille,fr Ligue 1,23-193,9.5,0.11,25.0,0.08,0.08,83.8,0.21,1.16
Raphaël Guerreiro,pt POR,DF,Dortmund,de Bundesliga,28-306,8.6,0.12,33.3,0.11,0.03,82.7,0.23,1.16
Evann Guessand,fr FRA,ATMT,Nantes,fr Ligue 1,21-115,6.1,0.16,44.4,0.11,0.28,74.2,0.33,0.82
Ander Guevara,es ESP,MT,Real Sociedad,es La Liga,25-109,0.8,0.0,0.0,0.0,0.13,88.6,0.0,0.0
Pape Gueye,sn SEN,MTDF,Marseille,fr Ligue 1,23-273,3.7,0.27,50.0,0.17,0.19,84.4,0.0,0.54
Josuha Guilavogui,fr FRA,MTDF,Wolfsburg,de Bundesliga,32-035,4.8,0.21,50.0,0.5,0.04,80.8,0.0,0.63
Hugo Guillamón,es ESP,MT,Valencia,es La Liga,22-266,8.4,0.0,50.0,0.0,0.01,83.1,0.36,1.67
Bruno Guimarães,br BRA,MT,Newcastle Utd,eng Premier League,24-342,8.1,0.25,42.9,0.29,0.07,84.2,0.25,1.48
Sehrou Guirassy,gn GUI,AT,Rennes,fr Ligue 1,26-226,0.3,0.0,50.0,0.0,0.67,100.0,0.0,6.67
Sehrou Guirassy,gn GUI,AT,Stuttgart,de Bundesliga,26-226,4.6,0.43,16.7,0.17,0.17,66.4,0.0,0.87
Péter Gulácsi,hu HUN,GB,RB Leipzig,de Bundesliga,32-171,6.0,0.0,0.0,0.0,0.0,87.4,0.0,0.0
Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,31-254,0.9,0.0,0.0,0.0,0.0,85.7,0.0,0.0
Gerard Gumbau,es ESP,MT,Elche,es La Liga,27-310,7.2,0.0,0.0,0.0,0.03,76.6,0.42,1.11
Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,24-142,7.1,0.14,100.0,1.0,0.01,60.9,0.14,0.42
İlkay Gündoğan,de GER,MT,Manchester City,eng Premier League,32-000,6.9,0.29,31.3,0.13,0.22,89.1,0.14,2.9
Christian Günter,de GER,DF,Freiburg,de Bundesliga,29-238,11.0,0.0,21.4,0.0,0.08,72.5,0.0,2.36
Koray Günter,de GER,DF,Hellas Verona,it Serie A,28-069,7.5,0.13,14.3,0.14,0.08,75.1,0.0,0.8
Gorka Guruzeta,es ESP,AT,Athletic Club,es La Liga,26-042,1.2,1.67,66.7,0.33,0.42,75.0,0.0,0.83
Malo Gusto,fr FRA,DF,Lyon,fr Ligue 1,19-158,10.5,0.0,33.3,0.0,0.02,83.8,0.1,1.71
Raúl Guti,es ESP,MT,Elche,es La Liga,25-298,6.2,0.0,60.0,0.0,0.08,83.4,0.0,0.0
Miguel Gutiérrez,es ESP,DF,Girona,es La Liga,21-089,8.5,0.0,28.6,0.0,0.04,81.5,0.24,1.06
Joško Gvardiol,hr CRO,DF,RB Leipzig,de Bundesliga,20-274,5.8,0.0,16.7,0.0,0.07,88.9,0.0,0.52
Emmanuel Gyasi,gh GHA,ATDF,Spezia,it Serie A,28-286,9.9,0.0,28.6,0.0,0.11,80.3,0.0,0.61
Norbert Gyömbér,sk SVK,DF,Salernitana,it Serie A,30-113,8.0,0.0,0.0,0.0,0.05,86.7,0.0,0.13
Christian Gytkjær,dk DEN,AT,Monza,it Serie A,32-171,3.5,0.29,40.0,0.1,0.69,71.7,0.0,0.57
Erling Haaland,no NOR,AT,Manchester City,eng Premier League,22-095,10.2,1.67,54.3,0.33,0.95,78.4,0.29,0.88
Nicolas Haas,ch SUI,MT,Empoli,it Serie A,26-274,7.5,0.13,50.0,0.17,0.15,76.0,0.0,0.67
Janik Haberer,de GER,MT,Union Berlin,de Bundesliga,28-205,6.2,0.48,66.7,0.33,0.26,67.5,0.16,1.61
Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,29-046,7.6,0.0,0.0,0.0,0.01,78.1,0.0,0.39
Munir El Haddadi,ma MAR,ATMT,Getafe,es La Liga,27-053,1.8,0.56,25.0,0.25,0.28,72.7,0.0,0.0
André Hahn,de GER,ATMT,Augsburg,de Bundesliga,32-072,4.3,0.47,28.6,0.29,0.07,45.3,0.0,0.23
Amadou Haidara,ml MLI,MT,RB Leipzig,de Bundesliga,24-266,3.8,0.26,22.2,0.11,0.32,81.2,0.0,0.53
Massadio Haïdara,ml MLI,DF,Lens,fr Ligue 1,29-326,6.9,0.0,0.0,0.0,0.03,88.8,0.0,0.29
Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,23-354,10.0,0.2,42.9,0.29,0.11,88.9,0.1,1.7
Marcel Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,31-027,5.2,0.0,33.3,0.0,0.04,88.2,0.19,0.38
Romain Hamouma,fr FRA,AT,Ajaccio,fr Ligue 1,35-209,4.7,0.21,25.0,0.13,0.13,70.5,0.0,1.28
Samir Handanović,si SVN,GB,Inter,it Serie A,38-102,8.0,0.0,0.0,0.0,0.0,87.9,0.0,0.0
Genki Haraguchi,jp JPN,MT,Union Berlin,de Bundesliga,31-168,2.8,0.0,0.0,0.0,0.04,78.2,0.0,1.79
Amine Harit,ma MAR,MTAT,Marseille,fr Ligue 1,25-128,3.9,0.0,60.0,0.0,0.1,85.7,0.0,3.08
Luke Harris,wls WAL,MT,Fulham,eng Premier League,17-204,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
Jack Harrison,eng ENG,ATMT,Leeds United,eng Premier League,25-338,9.1,0.11,50.0,0.13,0.13,64.4,0.33,2.2
Abdou Harroui,nl NED,MT,Sassuolo,it Serie A,24-284,2.1,0.48,25.0,0.25,0.14,79.8,0.0,0.48
Makoto Hasebe,jp JPN,DF,Eint Frankfurt,de Bundesliga,38-279,2.3,0.0,0.0,0.0,0.0,83.6,0.0,0.0
Hans Hateboer,nl NED,DF,Atalanta,it Serie A,28-288,8.7,0.0,0.0,0.0,0.05,82.9,0.0,0.8
Kai Havertz,de GER,ATMT,Chelsea,eng Premier League,23-135,7.9,0.25,50.0,0.13,0.27,79.4,0.0,0.38
Eden Hazard,be BEL,AT,Real Madrid,es La Liga,31-290,1.1,0.0,0.0,0.0,0.0,95.8,0.0,1.82
Thorgan Hazard,be BEL,ATDF,Dortmund,de Bundesliga,29-209,3.3,0.0,42.9,0.0,0.39,75.9,0.0,2.42
Rhys Healey,wls WAL,AT,Toulouse,fr Ligue 1,27-322,0.7,1.43,50.0,0.25,0.29,41.2,0.0,4.29
Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,22-138,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Jonas Hector,de GER,DF,Köln,de Bundesliga,32-150,10.9,0.0,0.0,0.0,0.05,75.5,0.09,1.47
Hwang Hee-chan,kr KOR,AT,Wolves,eng Premier League,26-271,2.9,0.0,60.0,0.0,0.24,83.1,0.34,0.69
Gauthier Hein,fr FRA,MT,Auxerre,fr Ligue 1,26-078,6.1,0.16,40.0,0.2,0.18,85.1,0.0,1.15
Dominique Heintz,de GER,DF,Bochum,de Bundesliga,29-070,2.8,0.0,0.0,0.0,0.0,86.0,0.0,0.0
Dean Henderson,eng ENG,GB,Nott'ham Forest,eng Premier League,25-226,12.0,0.0,0.0,0.0,0.0,62.9,0.0,0.0
